NO.	CORPUS.FILE	ITEM	POS	POS_BROAD	contextual_meaning	basic_meaning	METAPHOR	MUSIC_TARGET.DOMAIN	SD	CONCEPTUAL_METAPHOR_BASIS	DEICTIC_EGO	Context	comment
9783	MN91	as_CJS	CJS	CJC			no	no					
9784	MN91	intense_AJ0	AJ0	AJ0	MM1_very great or extreme; MM3_feeling and showing emotions in a very strong way	There is no more basic meaning.	no	yes					
9785	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9786	MN91	passionate_AJ0	AJ0	AJ0	MM1a_showing or expressing powerful emotions		no	yes					
9787	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9788	MN91	and_CJC	CJC	CJC			no	no					
9789	MN91	meaningful_AJ0	AJ0	AJ0	MM3_expressing a clear feeling or thought without words	MM1_with a clear meaning	no	yes					
9790	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9791	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9792	MN91	„__PUQ	PUN	PUN			DFMA_Punct	no					
9793	MN91	It_PNP	PNP	PNP	the music, the harmony, the experience		no	yes					
9794	MN91	s_VBZ	VBZ	VV			no	no					
9795	MN91	harmonic_AJ0	AJ0	AJ0			no	yes					
9796	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9797	MN91	but_CJC	CJC	CJC			no	no					
9798	MN91	it_PNP	PNP	PNP			no	yes					
9799	MN91	s_VBZ	VBZ	VV			no	no					
9800	MN91	not_XX0	XX0	XX0			no	no					
9801	MN91	like_PRP	PRP	PRP			no	no					
9802	MN91	any_DT0	DT0	DT0			no	no					
9803	MN91	harmony_NN1	NN1	NN0			no	yes					
9804	MN91	I_PNP	PNP	PNP			no	no					
9805	MN91	ve_VHB	VHB	VV			no	no					
9806	MN91	ever_AV0	AV0	AV0			no	no					
9807	MN91	heard_VVN	VVN	VV			no	no					
9808	MN91	before_AV0	AV0	AV0	MM1_earlier than something	MM5b_FORMAL in front of someone or something	MRW-indirect	no					
9809	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9810	MN91	„__PUQ	PUN	PUN			DFMA_Punct	no					
9811	MN91	he_PNP	PNP	PNP			no	no					
9812	MN91	said_VVD	VVD	VV			no	no					
9813	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9814	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9815	MN91	„__PUQ	PUN	PUN			DFMA_Punct	no					
9816	MN91	Georgia_NP0	NP0	NN0			no	no					
9817	MN91	is_VBZ	VBZ	VV			no	no					
9818	MN91	a_AT0	AT0	AT0			no	no					
9819	MN91	country_NN1	NN1	NN0			no	no					
9820	MN91	with_PRP	PRP	PRP			MRW-indirect	no					
9821	MN91	extraordinary_AJ0	AJ0	AJ0			no	no					
9822	MN91	depth_NN1	NN1	NN0	MM2_[COUNTABLE/UNCOUNTABLE] interesting qualities or ideas that are not immediately obvious	MM1_[COUNTABLE/UNCOUNTABLE] the distance from the top to the bottom of something, for example the sea, a river, or a hole	MRW-indirect	no					
9823	MN91	of_PRF	PRF	PRP			no	no					
9824	MN91	history_NN1	NN1	NN0			no	no					
9825	MN91	and_CJC	CJC	CJC			no	no					
9826	MN91	culture_NN1	NN1	NN0			MRW-indirect	no					
9827	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9828	MN91	and_CJC	CJC	CJC			no	no					
9829	MN91	you_PNP	PNP	PNP			no	no					
9830	MN91	can_VM0	VM0	VV			no	no					
9831	MN91	hear_VVI	VVI	VV			no	no					
9832	MN91	that_CJT	DT0	DT0			MRW-indirect	no					
9833	MN91	in_PRP	PRP	PRP			MRW-indirect	yes	container				
9834	MN91	the_AT0	AT0	AT0			no	no					
9835	MN91	music_NN1	NN1	NN0			no	yes					
9836	MN91	„__PUQ	PUN	PUN			DFMA_Punct	no					
9837	MN91	said_VVD	VVD	VV			no	no					
9838	MN91	Forry._SENT	NP0	NN0			no	no					
9839	NYT12	Painting_NN1	VVG	VV		MM1_[INTRANSITIVE/TRANSITIVE] to put paint onto something to change its colour	MRW-direct	yes	synaesthetic				
9840	NYT12	Baroque_NN1	NN1	NN0	MM_baroque or Baroque relating to the very detailed style of art, building, or music that was popular in Europe in the 17th and early 18th centuries		no	yes					
9841	NYT12	With_PRP	PRP	PRP			no	no					
9842	NYT12	a_AT0	AT0	AT0			no	no					
9844	NYT12	Refined_AJ0	AJ0	AJ0			MRW-direct	yes	synaesthetic				
9845	NYT12	Palette_NN1	NN1	NN0	MM2_the particular set of colours that an artist uses	MM1_a board that an artist uses for mixing paints on	MRW-direct	yes	synaesthetic				
9846	NYT12	-----_PUN	PUN	PUN			DFMA_Punct	no					
9847	NYT12	The_AT0	AT0	AT0			no	no					
9848	NYT12	violinist_NN1	NN1	NN0			no	yes					
9849	NYT12	Fabio_NP0	NP0	NN0			no	no					
9850	NYT12	Biondi_NP0	NP0	NN0			no	no					
9851	NYT12	and_CJC	CJC	CJC			no	no					
9852	NYT12	his_DPS	DPS	DT0			no	no					
9853	NYT12	period-	NN1	NN0	MM1a_a particular amount of time in history	There is no more basic meaning.	no	yes					
9854	NYT12	instrument_AJ0	NN1	NN0			no	yes					
9855	NYT12	ensemble_NN1	NN1	NN0	MM1_THEATRE, MUSIC a group of musicians, dancers, or actors who perform together	There is no more basic meaning.	no	yes					
9856	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
9857	NYT12	Europa_NP0	NP0	NN0			no	no					
9858	NYT12	Galante_NP0	NP0	NN0			no	no					
9859	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
9860	NYT12	play_VVB	VVB	VV			no	yes					
9861	NYT12	with_PRP	PRP	PRP			MRW-indirect	yes	possession				
9862	NYT12	the_AT0	AT0	AT0			no	no					
9863	NYT12	precision_NN1	NN1	NN0	MM_the quality of being very accurate and exact		no	yes					
9864	NYT12	and_CJC	CJC	CJC			no	no					
9865	NYT12	zestiness_NN1	NN1	NN0	abstract noun not in dicst...	MM1_great enthusiasm or interest; MM1a_an exciting and lively quality	no	yes					
9866	NYT12	necessary_AJ0	AJ0	AJ0			no	no					
9867	NYT12	to_TO0	TO0	TO0			no	no					
9868	NYT12	make_VVI	VVI	VV	MM3_[TRANSITIVE] to cause someone or something to be in a particular state or to change to another state	MM1_[TRANSITIVE] to create or produce something by working	MRW-indirect	yes	other				
9869	NYT12	the_AT0	AT0	AT0			no	no					
9870	NYT12	music_NN1	NN1	NN0			no	yes					
9871	NYT12	of_PRF	PRF	PRP			no	no					
9872	NYT12	Vivaldi_NP0	NP0	NN0			no	no					
9873	NYT12	and_CJC	CJC	CJC			no	no					
9874	NYT12	his_DPS	DPS	DT0			no	no					
9875	NYT12	Italian_AJ0	AJ0	AJ0			no	no					
9876	NYT12	contemporaries_NN2	NN2	NN0			no	no					
9877	NYT12	sizzle_VVB	VVB	VV		MM_ to make the sound of food cooking in hot oil; LM_to make a sound like water falling on hot metal:	MRW-indirect	yes	other				
9878	NYT12	as_CJS	CJS	CJC			no	no					
9879	NYT12	it_PNP	PNP	PNP	the music		no	yes					
9880	NYT12	must_VM0	VM0	VV			no	no					
9881	NYT12	have_VHI	VHI	VV			no	no					
9882	NYT12	done_VDN	VDI	VV	for sizzle		MRW-implicit	yes	other				
9883	NYT12	in_PRP	PRP	PRP			MRW-indirect	no					
9884	NYT12	their_DPS	DPS	DT0			no	no					
9885	NYT12	day_NN1	NN1	NN0			no	no					
9886	NYT12	._SENT	PUN	PUN			DFMA_Punct	no					
9887	NYT12	-----_PUN	PUN	PUN			DFMA_Punct	no					
9888	NYT12	In_PRP	PRP	PRP			MRW-indirect	yes	container				
9889	NYT12	instrumental_AJ0	AJ0	AJ0			no	yes					
9890	NYT12	works_VVZ	NN2	NN0			no	yes					
9891	NYT12	these_DT0	DT0	DT0			MRW-indirect	no					
9892	NYT12	musicians_NN2	NN2	NN0			no	yes					
9893	NYT12	move_VVB	VVB	VV			MRW-indirect	yes	motion	ESM	neutral	In instrumental works these musicians move as a single organism, 	actions are self-propelled movements
9894	NYT12	as_PRP	PRP	PRP			Mflag	yes					
9895	NYT12	a_AT0	AT0	AT0			no	no					
9896	NYT12	single_AJ0	AJ0	AJ0			no	no					
9897	NYT12	organism_NN1	NN1	NN0		MM1_BIOLOGY a living thing such as a person, animal, or plant, especially an extremely small living thing	MRW-indirect	yes	HUMAN				
9898	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
9899	NYT12	and_CJC	CJC	CJC			no	no					
9900	NYT12	in_PRP	PRP	PRP			MRW-indirect	yes	container				
9901	NYT12	their_DPS	DPS	DT0			no	no					
9902	NYT12	performance_NN1	NN1	NN0			no	no					
9903	NYT12	at_PRP	PRP	PRP			no	no					
9904	NYT12	Zankel_NP0	NP0	NN0			no	no					
9905	NYT12	Hall_NN1	NN1	NN0			no	no					
9906	NYT12	on_PRP	PRP	PRP			MRW-indirect	no					
9907	NYT12	Thursday_NP0	NP0	NN0			no	no					
9908	NYT12	evening_NN1	NN1	NN0			no	no					
9909	NYT12	they_PNP	PNP	PNP	the musicians		no	yes					
9910	NYT12	mined_VVD	VVD	VV		MM1_[INTRANSITIVE/TRANSITIVE] to dig a large hole or tunnel in the ground in order to get coal, gold etc, or to take coal, gold etc from such a hole or tunnel	MRW-indirect	yes	mining				
9911	NYT12	pieces_NN2	NN2	NN0			MRW-indirect	yes	physical structure				
9912	NYT12	like_PRP	PRP	PRP			no	no					
9913	NYT12	Locatellis_NP0	NP0	NN0			no	no					
9914	NYT12	Concerto_NN1	NN1	NN0	MM_a piece of music for a musical instrument and an orchestra		no	yes					
9915	NYT12	Grosso_NN1	AJ0	AJ0	MD_A Baroque style of music in which a small group of solo instruments (the concertino) plays in opposition to a larger ensemble (the ripieno).		no	yes					
9916	NYT12	in_PRP	PRP	PRP			MRW-indirect	yes	container				
9917	NYT12	E_ZZ0	ZZ0	ZZ0			no	yes					
9918	NYT12	flat_NN1	NN1	NN0	MM13_MUSIC a B flat, E flat etc is a musical note that is one semitone lower than B, E etc	MM1_level and parallel to the ground	MRW-indirect	yes	space				
9919	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
9920	NYT12	Il	UNC	UNC			DFMA	no					
9921	NYT12	Pianto_NP0	NP0	NN0			DFMA	no					
9922	NYT12	dArianna_NN1	NN1	NN0			DFMA	no					
9923	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
9924	NYT12	for	PRP	PRP			no	no					
9925	NYT12	every_AT0	AT0	AT0			no	no					
9926	NYT12	last_ORD	ORD	ORD			no	no					
9927	NYT12	dynamic_AJ0	AJ0	AJ0	"MD_The loudness or softness of a composition. The term piano (p) is used to indicate softness and forte (f) to indicate loudness. Each of these is augmented if the letter symbolizing it is doubled or tripled (e.g. ""pp"" - ""pianissimo"", ""very soft""; ""ppp"" - ""pianississimo"", ""very, very soft""). Each is also lessened if proceeded by mezzo (m) (e.g. ""mf"" - ""mezzo forte"", ""somewhat loud""). Also included in dynamics are the crescendo (""slowly growing louder""), decrescendo (""slowly growing softer""), and the sforzando (""sudden loudness"")."	MM2_dynamics [UNCOUNTABLE] PHYSICS the scientific study of movement; MM1_[COUNTABLE] the set of forces that exist in a situation, especially a relationship, and that affect how it changes or develops	MRW-indirect	yes	other				
9928	NYT12	nuance_NN1	NN1	NN0	MM_a slight difference that may be difficult to notice but is fairly important		no	yes					
9929	NYT12	and_CJC	CJC	CJC			no	no					
9930	NYT12	picturesque_AJ0	AJ0	AJ0	new	MM1_a picturesque place or scene is attractive, especially because it is old and interesting; MM2_picturesque language is unusual and interesting	MRW-indirect	yes	synaesthetic				
9931	NYT12	detail_NN1	NN1	NN0	MM1_[COUNTABLE] one of many small facts or pieces of information relating to a situation	MM4_[COUNTABLE] a small part of something such as a painting or photograph, especially when shown separately from the rest of it; 	MRW-indirect	yes	synaesthetic				
9932	NYT12	._SENT	PUN	PUN			DFMA_Punct	no					
9933	NYT12	-----_PUN	PUN	PUN			DFMA_Punct	no					
9934	NYT12	Mr._NP0	NP0	NN0			no	no					
9935	NYT12	Biondi_NP0	NP0	NN0			no	no					
9936	NYT12	and_CJC	CJC	CJC			no	no					
9937	NYT12	company_NN1	NN1	NN0	MM3_[COUNTABLE] THEATRE a group of actors, singers, or dancers who perform together: can be followed by a singular or plural verb	There is no more basic meaning.	no	no					
9938	NYT12	opened_VVD	VVD	VV	MM6_[TRANSITIVE] to begin something such as a discussion or trial	MM2_[TRANSITIVE] to move a door or window into a position that allows people or things to pass through	MRW-indirect	yes	opening				
9939	NYT12	the_AT0	AT0	AT0			no	no					
9940	NYT12	program_NN1	NN1	NN0			no	no					
9941	NYT12	with_PRP	PRP	PRP			MRW-indirect	yes	other				
9942	NYT12	a_AT0	AT0	AT0			no	no					
9943	NYT12	shapely_AJ0	AJ0	AJ0		MM_attractive in shape; LM_having a body that has an attractive shape:	MRW-indirect	yes	other			Mr._NP0 Biondi_NP0 and_CJC company_NN1 opened_VVD the_AT0 program_NN1 with_PRP a_AT0 shapely_AJ0 reading_NN1 of_PRF a_AT0 Vivaldi_NP0 Sinfonia_UNC	
9944	NYT12	reading_NN1	NN1	NN0	MM6_[COUNTABLE] a particular way of thinking about a situation, statement, or event	MM4_[COUNTABLE] an event at which someone reads something to a group of people	MRW-indirect	yes	language				
9945	NYT12	of_PRF	PRF	PRP			no	no					
9946	NYT12	a_AT0	AT0	AT0			no	no					
9947	NYT12	Vivaldi_NP0	NP0	NN0			no	no					
9948	NYT12	Sinfonia_UNC	NN1	NN0			no	yes					
9949	NYT12	(_PUL	PUN	PUN			DFMA_Punct	no					
9950	NYT12	RV_NP0	NP0	NN0			no	no					
9951	NYT12	116_CRD	CRD	CRD			no	no					
9952	NYT12	)_PUR	PUN	PUN			DFMA_Punct	no					
9953	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
9954	NYT12	and_CJC	CJC	CJC			no	no					
9955	NYT12	under_PRP	PRP	PRP			MRW-indirect	no					
9956	NYT12	different_AJ0	AJ0	AJ0			no	no					
9957	NYT12	circumstances_NN2	NN2	NN0	MM1_[COUNTABLE] [USUALLY PLURAL] a fact or condition that affects a situation	There is no more basic meaning.	no	no					
9958	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
9959	NYT12	that_DT0	DT0	DT0	the reading of the vivaldi		MRW-indirect	no					
9960	NYT12	and_CJC	CJC	CJC			no	no					
9961	NYT12	the_AT0	AT0	AT0			no	no					
9962	NYT12	Locatelli_NN1	NP0	NN0			no	no					
9963	NYT12	would_VM0	VM0	VV			no	no					
9964	NYT12	have_VHI	VHI	VV			no	no					
9965	NYT12	been_VBN	VBN	VV			no	no					
9966	NYT12	the_AT0	AT0	AT0			no	no					
9967	NYT12	evenings_NN2	NN1	NN0			no	no					
9968	NYT12	clear_AJ0	AJ0	AJ0	MM1_obvious and impossible to doubt	MM3_easy to hear; MM5_easy to see	MRW-indirect	no					
9969	NYT12	highlights_NN2	NN2	NN0	MM1_[COUNTABLE] [USUALLY SINGULAR] the most exciting, impressive, or interesting part of an event	MM2_highlights [PLURAL] pieces of hair that are a lighter colour than the rest	MRW-indirect	no					
9970	NYT12	._SENT	PUN	PUN			DFMA_Punct	no					
9971	NYT12	-----_PUN	PUN	PUN			DFMA_Punct	no					
9972	NYT12	As_CJS	CJS	CJC			no	no					
9973	NYT12	it_PNP	PNP	PNP			no	no					
9974	NYT12	turned_VVD out_AVP	VVD	VV	MM1_[INTRANSITIVE] to develop in a particular way, or to have a particular result	MM6_[TRANSITIVE] to remove something from a container by turning it upside down	MRW-indirect	no					
9975	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
9976	NYT12	the_AT0	AT0	AT0			no	no					
9977	NYT12	groups_NN2	NN1	NN0			no	no					
9978	NYT12	collaborations_NN2	NN2	NN0	MM1_[UNCOUNTABLE] the process of working with someone to produce something	There is no more basic meaning.	no	no					
9979	NYT12	with_PRP	PRP	PRP			no	no					
9980	NYT12	the_AT0	AT0	AT0			no	no					
9981	NYT12	mezzo-soprano_NN1	NN1	NN0	MM_a woman with a fairly high singing voice, higher than an alto but lower than a soprano		no	yes					
9982	NYT12	Vivica_NP0	NP0	NN0			no	no					
9983	NYT12	Genaux_NP0	NP0	NN0			no	no					
9984	NYT12	in_PRP	PRP	PRP			MRW-indirect	yes	container				
9985	NYT12	a_AT0	AT0	AT0			no	no					
9986	NYT12	handful_NN1	NN1	NN0	MM1_[SINGULAR] a very small number of people or things	MM2_[COUNTABLE] the quantity of something that you can hold in your hand	MRW-indirect	no					
9987	NYT12	of_PRF	PRF	PRP			no	no					
9988	NYT12	Vivaldi_NP0	NP0	NN0			no	no					
9989	NYT12	arias_NN2	NN2	NN0			no	yes					
9990	NYT12	shone_VVD	VVD	VV	MM5_[INTRANSITIVE] to show that you have a lot of skill when you do something	MM1_[INTRANSITIVE] if the sun shines, it produces a bright light and the weather is usually warm	MRW-indirect	yes	synaesthetic			with the mezzo-soprano Vivica Genaux in a handful of Vivaldi arias shone brighter	
9991	NYT12	brighter_AJC	AJC	AJ0	MM5_likely to be successful	MM2_full of strong shining light	MRW-indirect	yes	synaesthetic			with the mezzo-soprano Vivica Genaux in a handful of Vivaldi arias shone brighter	
9992	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
9993	NYT12	and_CJC	CJC	CJC			no	no					
9994	NYT12	not_XX0	XX0	XX0			no	no					
9995	NYT12	only_AV0	AV0	AV0			no	no					
9996	NYT12	because_CJS	CJS	CJC			no	no					
9997	NYT12	Ms._NP0	NP0	NN0			no	no					
9998	NYT12	Genaux_NP0	NP0	NN0			no	no					
9999	NYT12	sings_VVZ	VVZ	VV			no	yes					
10000	NYT12	with_PRP	PRP	PRP			MRW-indirect	yes	possession				
10001	NYT12	character_NN1	NN1	NN0	MM2_[COUNTABLE/UNCOUNTABLE] the qualities that make something clearly different from anything else	MM1_[COUNTABLE] [USUALLY SINGULAR] the qualities that make up someone's personality	MRW-indirect	yes	HUMAN				
10002	NYT12	and_CJC	CJC	CJC			no	no					
10003	NYT12	suppleness_NN1	NN1	NN0	?LM2_leather, skin, wood etc that is supple is soft and bends easily	MM_able to move and bend your body very easily and in a graceful way	MRW-indirect	yes	motion	ESM	neutral	As it turned out, the group’s collaborations with the mezzo-soprano Vivica Genaux in a handful of Vivaldi arias shone brighter, and not only because Ms. Genaux sings with character and suppleness. 	actions are self-propelled movements; it is easy for her to sing complex, “bendy” lines; agent of motio = performer (typical for actions are self-propelled movements)
10004	NYT12	._SENT	PUN	PUN			DFMA_Punct	no					
10005	NYT12	-----_PUN	PUN	PUN			DFMA_Punct	no					
10006	NYT12	There_EX0	EX0	EX0			no	no					
10007	NYT12	was_VBD	VBD	VV			no	no					
10008	NYT12	a_AT0	AT0	AT0			no	no					
10009	NYT12	real_AJ0	AJ0	AJ0			no	no					
10010	NYT12	and_CJC	CJC	CJC			no	no					
10011	NYT12	enlivening_VVG	VVG	VV	MM_to make something more interesting or lively	There is no more basic meaning.	no	yes					
10012	NYT12	give-and-take_AJ0	AJ0	AJ0		MM_give and take INFORMAL. if there is give and take between people, each person allows the other to get something that they want. They said the secret of a happy marriage was a little bit of give and take.	no	yes					
10013	NYT12	between_PRP	PRP	PRP			WIDLII	yes	space			There was a real and enlivening give-and-take between the singer and the accompanying players.	
10014	NYT12	the_AT0	AT0	AT0			no	no					
10015	NYT12	singer_NN1	NN1	NN0			no	yes					
10016	NYT12	and_CJC	CJC	CJC			no	no					
10017	NYT12	the_AT0	AT0	AT0			no	no					
10018	NYT12	accompanying	AJ0	AJ0	MM4_MUSIC to play the supporting music while someone sings or plays the main tune	MM1_FORMAL to go with someone to a place or event	MRW-indirect	yes	motion	TIME	neutral	There was a real and enlivening give-and-take between the singer and the accompanying players.	simultaneous is parallel
10019	NYT12	players_NN2	NN2	NN0			no	yes					
10020	NYT12	._SENT	PUN	PUN			DFMA_Punct	no					
10021	NYT12	-----_PUN	PUN	PUN			DFMA_Punct	no					
10022	NYT12	Ms._NP0	NP0	NN0			no	no					
10023	NYT12	Genauxs_NP0	NP0	NN0			no	no					
10024	NYT12	sound_NN1	NN1	NN0			no	yes					
10025	NYT12	is_VBZ	VBZ	VV			no	no					
10026	NYT12	appealing_AJ0	AJ0	AJ0	MM_attractive and interesting	There is no more basic meaning.	no	yes					
10027	NYT12	and_CJC	CJC	CJC			no	no					
10028	NYT12	unusual_AJ0	AJ0	AJ0	MM2_different from other people or things in a way that is interesting, attractive, or impressive	There is no more basic meaning.	no	yes					
10029	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
10030	NYT12	a_AT0	AT0	AT0			no	no					
10031	NYT12	combination_NN1	NN1	NN0	MM1_[COUNTABLE] something that combines several things	There is no more basic meaning.	no	yes					
10032	NYT12	of_PRF	PRF	PRP			no	no					
10033	NYT12	a_AT0	AT0	AT0			no	no					
10034	NYT12	mezzos_NN2	NN1	NN0			no	yes					
10035	NYT12	dark_AJ0	AJ0	AJ0		MM1_lacking light	MRW-indirect	yes	synaesthetic				
10036	NYT12	tint_NN1	NN1	NN0	new	MM1_a small amount of a particular colour	MRW-indirect	yes	synaesthetic				
10037	NYT12	and_CJC	CJC	CJC			no	no					
10038	NYT12	a_AT0	AT0	AT0			no	no					
10039	NYT12	sopranos_NN2	NN1	NN0			no	yes					
10040	NYT12	brightness_NN1	NN1	NN0		MM2_full of strong shining light	MRW-indirect	yes	synaesthetic				
10041	NYT12	,_PUN	PUN	PUN			DFMA_Punct	no					
10042	NYT12	and_CJC	CJC	CJC			no	no					
10043	NYT12	she_PNP	PNP	PNP			no	no					
10044	NYT12	has_VHZ	VHZ	VV	her sound has that		MRW-indirect	yes	possession				
10045	NYT12	the_AT0	AT0	AT0			no	no					
10046	NYT12	kind_NN1	NN1	NN0			no	no					
10047	NYT12	of_PRF	PRF	PRP			no	no					
10048	NYT12	agility_NN1	NN1	NN0	?MM2_able to think quickly, solve problems, and have new ideas	MM1_able to move quickly and easily	MRW-indirect	yes	motion	ESM	neutral	Ms. Genaux’s sound is appealing and unusual, a combination of a mezzo’s dark tint and a soprano’s brightness, and she has the kind of agility that allows her to sail through virtuosic, densely embellished arias like “Alma oppressa,” from “La Fida Ninfa,” or “Agitata da due venti,” from “Griselda,” as if they were easy.	actions are self-propelled movements
10049	NYT12	that_CJT	CJT	CJC			no	no					
10050	NYT12	allows_VVZ	VVZ	VV	MM2a_if something such as an object or situation allows you to do something, it makes it possible for you to do it	MM1_to give someone permission to do or have something	MRW-indirect	no					
10051	NYT12	her_PNP	PNP	PNP			no	no					
10052	NYT12	to_TO0	TO0	TO0			no	no					
10053	NYT12	sail_VVI	VVI	VV	MM_sail through something to do something, or to deal with something, very easily	MM1_[INTRANSITIVE/TRANSITIVE] if a boat sails, it moves across the surface of a sea, lake, river etc	MRW-indirect	yes	motion	ESM	neutral	Ms. Genaux’s sound is appealing and unusual, a combination of a mezzo’s dark tint and a soprano’s brightness, and she has the kind of agility that allows her to sail through virtuosic, densely embellished arias like “Alma oppressa,” from “La Fida Ninfa,” or “Agitata da due venti,” from “Griselda,” as if they were easy.	actions are self-propelled movements
10054	NYT12	through_PRP	PRP	PRP	MM_sail through something to do something, or to deal with something, very easily		MRW-indirect	yes	motion	ESM	neutral	Ms. Genaux’s sound is appealing and unusual, a combination of a mezzo’s dark tint and a soprano’s brightness, and she has the kind of agility that allows her to sail through virtuosic, densely embellished arias like “Alma oppressa,” from “La Fida Ninfa,” or “Agitata da due venti,” from “Griselda,” as if they were easy.	actions are self-propelled movements
